,ws,wp1,ws_sqrt,wd_sin,wd_cos
2009-07-01 01:00:00,3.84,0.085,1.9595917942265424,0.8642748019537047,-0.5030199466302351
2009-07-01 02:00:00,3.39,0.02,1.841195263952197,0.8502603703890484,-0.5263623300976981
2009-07-01 03:00:00,2.99,0.06,1.7291616465790582,0.8206508549844008,-0.5714299381493517
2009-07-01 04:00:00,2.67,0.045,1.6340134638368191,0.7761564689396478,-0.6305403521767163
2009-07-01 05:00:00,2.42,0.035,1.5556349186104046,0.7318296480290912,-0.6814876127015197
2009-07-01 06:00:00,2.24,0.005,1.4966629547095767,0.7187333227242655,-0.6952858482708655
2009-07-01 07:00:00,2.11,0.0,1.452583904633395,0.7608591805274462,-0.6489170265967007
2009-07-01 08:00:00,2.08,0.0,1.4422205101855958,0.8219452749059332,-0.5695664711513574
2009-07-01 09:00:00,2.16,0.01,1.469693845669907,0.8537326119405507,-0.5207116546699958
2009-07-01 10:00:00,2.32,0.025,1.5231546211727816,0.8376233910890241,-0.5462481621941843
2009-07-01 11:00:00,2.53,0.03,1.5905973720586866,0.7955792336667401,-0.6058495547231528
2009-07-01 12:00:00,2.74,0.01,1.6552945357246849,0.7547095802227721,-0.6560590289905072
2009-07-01 13:00:00,2.98,0.0,1.7262676501632068,0.7432615994801266,-0.6690008929278375
2009-07-01 14:00:00,3.21,0.01,1.7916472867168918,0.6864531932478838,-0.7271739912014067
2009-07-01 15:00:00,3.49,0.0,1.8681541692269406,0.6863262669894348,-0.7272937888091353
2009-07-01 16:00:00,3.79,0.0,1.9467922333931784,0.7164237199242657,-0.6976654309408467
2009-07-01 17:00:00,4.1,0.0,2.0248456731316584,0.7495336806109827,-0.6619662088277266
2009-07-01 18:00:00,4.38,0.005,2.092844953645635,0.767724630032263,-0.6407799095179443
2009-07-01 19:00:00,4.58,0.0,2.1400934559032696,0.7645840337361951,-0.6445240533569626
2009-07-01 20:00:00,4.64,0.0,2.1540659228538015,0.7528745774925171,-0.6581640149426766
2009-07-01 21:00:00,4.46,0.0,2.1118712081942874,0.7477980904985319,-0.6639262126522416
2009-07-01 22:00:00,4.01,0.005,2.0024984394500787,0.7633452280654696,-0.6459907606070511
2009-07-01 23:00:00,3.45,0.015,1.857417562100671,0.8030255480194599,-0.5959446024825177
2009-07-02 00:00:00,2.99,0.0,1.7291616465790582,0.8612746218759616,-0.5081397698590608
2009-07-02 01:00:00,2.91,0.0,1.705872210923198,0.9102505595997964,-0.4140578688399214
2009-07-02 02:00:00,2.78,0.01,1.6673332000533065,0.9337054636307536,-0.35804204667340345
2009-07-02 03:00:00,2.67,0.01,1.6340134638368191,0.9404662204253442,-0.3398871698650419
2009-07-02 04:00:00,2.55,0.0,1.5968719422671311,0.9366721892483977,-0.3502073812594673
2009-07-02 05:00:00,2.39,0.0,1.5459624833740306,0.9302895782379647,-0.36682598138876393
2009-07-02 06:00:00,2.16,0.0,1.469693845669907,0.9327019823068603,-0.3606480447761408
2009-07-02 07:00:00,1.84,0.0,1.3564659966250536,0.9539266505673936,-0.3000399062412761
2009-07-02 08:00:00,1.52,0.0,1.2328828005937953,0.9797852807552981,-0.20005200227756156
2009-07-02 09:00:00,1.26,0.015,1.1224972160321824,0.9899990507335856,-0.14107402151565485
2009-07-02 10:00:00,1.13,0.03,1.0630145812734648,0.970337934833442,-0.24175254336443072
2009-07-02 11:00:00,1.13,0.01,1.0630145812734648,0.9052724312891014,-0.4248315256050557
2009-07-02 12:00:00,1.23,0.0,1.1090536506409416,0.8505358564961643,-0.5259170626765557
2009-07-02 13:00:00,2.14,0.0,1.4628738838327795,0.7069833570023731,-0.7072301838310175
2009-07-02 14:00:00,2.7,0.0,1.6431676725154984,0.71410623884275,-0.7000373416081896
2009-07-02 15:00:00,3.35,0.0,1.8303005217723127,0.7334926500496454,-0.6796973829015001
2009-07-02 16:00:00,4.05,0.01,2.0124611797498106,0.7541367734161842,-0.6567173874517309
2009-07-02 17:00:00,4.77,0.01,2.1840329667841556,0.7715135550433286,-0.6362128844847491
2009-07-02 18:00:00,5.5,0.01,2.345207879911715,0.7841269092655715,-0.6206005077065456
2009-07-02 19:00:00,6.19,0.01,2.487971060924946,0.7921831408682181,-0.6102834352365832
2009-07-02 20:00:00,6.71,0.01,2.5903667693977237,0.7978996584435329,-0.6027902911093488
2009-07-02 21:00:00,6.93,0.08,2.6324893162176366,0.80364917932578,-0.5951033494856169
2009-07-02 22:00:00,6.74,0.025,2.596150997149434,0.8105530383532606,-0.5856652388662806
2009-07-02 23:00:00,6.21,0.08,2.4919871588754225,0.8153299533390672,-0.5789966037794303
2009-07-03 00:00:00,5.45,0.201,2.3345235059857505,0.8116759404067067,-0.584108010358434
2009-07-03 01:00:00,5.23,0.12,2.2869193252058544,0.7624425110114481,-0.647055961569444
2009-07-03 02:00:00,4.93,0.035,2.2203603311174516,0.7488400603670307,-0.6627507555555873
2009-07-03 03:00:00,4.54,0.05,2.130727575266252,0.7528745774925171,-0.6581640149426766
2009-07-03 04:00:00,4.11,0.08,2.0273134932713295,0.7719575273771963,-0.6356741114169157
2009-07-03 05:00:00,3.71,0.065,1.9261360284258222,0.7984253883230625,-0.6020937628651926
2009-07-03 06:00:00,3.39,0.14,1.841195263952197,0.8200520050897186,-0.5722890082365134
2009-07-03 07:00:00,3.2,0.08,1.7888543819998317,0.8257046778135964,-0.5641026369702105
2009-07-03 08:00:00,3.1,0.055,1.760681686165901,0.8209499424936417,-0.5710001680557427
2009-07-03 09:00:00,3.06,0.025,1.7492855684535902,0.8186511925762553,-0.5742910628709758
2009-07-03 10:00:00,3.06,0.04,1.7492855684535902,0.8284515326522347,-0.5600607628161103
2009-07-03 11:00:00,3.17,0.1,1.7804493814764855,0.8430161344245704,-0.5378882756668477
2009-07-03 12:00:00,3.48,0.175,1.865475810617763,0.8511777504742364,-0.5248775448593878
2009-07-03 13:00:00,4.27,0.13,2.0663978319771825,0.8267861547451667,-0.5625163591591814
2009-07-03 14:00:00,4.96,0.095,2.227105745132009,0.8093246471010013,-0.5873615714318052
2009-07-03 15:00:00,5.65,0.095,2.3769728648009427,0.8020884501190091,-0.597205256327911
2009-07-03 16:00:00,6.29,0.19,2.5079872407968904,0.8002083194146347,-0.5997221402779841
2009-07-03 17:00:00,6.85,0.221,2.6172504656604803,0.8003129784856832,-0.5995824684456462
2009-07-03 18:00:00,7.28,0.226,2.6981475126464085,0.7997894394049399,-0.6002806448789867
2009-07-03 19:00:00,7.55,0.301,2.7477263328068173,0.7971626158746582,-0.6037646593266883
2009-07-03 20:00:00,7.57,0.421,2.751363298439521,0.7925025759223246,-0.6098685654765953
2009-07-03 21:00:00,7.22,0.486,2.6870057685088806,0.7857489485804552,-0.6185455438403135
2009-07-03 22:00:00,6.47,0.476,2.543619468395381,0.7759363215537186,-0.6308112434743727
2009-07-03 23:00:00,5.47,0.476,2.3388031127052997,0.7635706748694413,-0.6457242635052719
2009-07-04 00:00:00,4.47,0.521,2.1142374511865976,0.7520699167772585,-0.659083333333993
2009-07-04 01:00:00,3.68,0.476,1.9183326093250879,0.7624425110114481,-0.647055961569444
2009-07-04 02:00:00,2.99,0.501,1.7291616465790582,0.743845129807025,-0.6683520201677932
2009-07-04 03:00:00,2.59,0.662,1.6093476939431082,0.7073535649320245,-0.7068599112822541
2009-07-04 04:00:00,2.37,0.747,1.5394804318340654,0.6657514442835016,-0.7461735819730096
2009-07-04 05:00:00,2.22,0.622,1.489966442575134,0.6491825770139058,-0.7606326194041274
2009-07-04 06:00:00,1.96,0.406,1.4,0.6939046988302456,-0.7200668503280137
2009-07-04 07:00:00,1.58,0.19,1.2569805089976536,0.8360947144597504,-0.5485851150482197
2009-07-04 08:00:00,1.33,0.11,1.1532562594670797,0.9871083455068124,-0.160053473035744
2009-07-04 09:00:00,1.37,0.075,1.1704699910719625,0.9731387067013575,0.23021958543879234
2009-07-04 10:00:00,1.5,0.135,1.224744871391589,0.9341421975660468,0.3569010433250046
2009-07-04 11:00:00,1.63,0.11,1.2767145334803705,0.9549681736431401,0.29670825288266833
2009-07-04 12:00:00,1.86,0.201,1.3638181696985856,0.9910065696220577,0.13381322418177408
2009-07-04 13:00:00,2.08,0.386,1.4422205101855958,0.9998625445384374,0.016579868187697668
2009-07-04 14:00:00,2.7,0.461,1.6431676725154984,0.9890158633619168,-0.14780941112961066
2009-07-04 15:00:00,3.41,0.451,1.8466185312619388,0.9486001946255046,-0.3164769671815862
2009-07-04 16:00:00,4.17,0.376,2.0420577856662137,0.8917975296052141,-0.45243470931178276
2009-07-04 17:00:00,4.92,0.266,2.2181073012818833,0.8359031711961361,-0.548876933733094
2009-07-04 18:00:00,5.51,0.241,2.3473389188611002,0.7909032297134246,-0.6119412400131845
2009-07-04 19:00:00,5.84,0.236,2.4166091947189146,0.7596119478233951,-0.6503765745504273
2009-07-04 20:00:00,5.86,0.226,2.420743687382041,0.7371594128461755,-0.6757188764954564
2009-07-04 21:00:00,5.55,0.271,2.355843797877949,0.7178833346252206,-0.6961634275566145
2009-07-04 22:00:00,4.94,0.271,2.222611077089287,0.6985401867392559,-0.7155708263409608
2009-07-04 23:00:00,4.18,0.296,2.0445048300260873,0.6845471059286885,-0.7289686274214117
2009-07-05 00:00:00,3.46,0.19,1.8601075237738274,0.6942816298152447,-0.7197034239887202
2009-07-05 01:00:00,3.26,0.12,1.8055470085267789,0.9367332977004318,-0.35004389578919143
2009-07-05 02:00:00,3.09,0.195,1.7578395831246945,0.9802366619777098,-0.19782842696335948
2009-07-05 03:00:00,2.51,0.281,1.5842979517754858,0.9838225642458326,-0.17914564488358212
2009-07-05 04:00:00,1.7,0.221,1.3038404810405297,0.9579227442336274,-0.2870261592258036
2009-07-05 05:00:00,0.93,0.14,0.9643650760992956,0.8862035792312148,-0.4632960351198615
2009-07-05 06:00:00,0.42,0.216,0.648074069840786,0.9957889423626006,0.09167541801580839
2009-07-05 07:00:00,1.28,0.281,1.131370849898476,0.5142898593111622,0.8576164297689877
2009-07-05 08:00:00,2.65,0.206,1.6278820596099706,0.49969766965035833,0.8661998839448094
2009-07-05 09:00:00,3.7,0.185,1.9235384061671346,0.5691360235565334,0.8222433865287437
2009-07-05 10:00:00,4.0,0.246,2.0,0.68492869915578,0.7286100994858437
2009-07-05 11:00:00,3.81,0.266,1.9519221295943134,0.8258031197202382,0.563958515726398
2009-07-05 12:00:00,3.5,0.165,1.8708286933869707,0.9434543202870724,0.33150255735311934
2009-07-05 13:00:00,2.87,0.025,1.6941074346097416,0.9913076310695066,-0.13156435909228245
2009-07-05 14:00:00,3.21,0.01,1.7916472867168918,0.9655635052852647,-0.2601674792537156
2009-07-05 15:00:00,3.81,0.0,1.9519221295943134,0.9327019823068603,-0.3606480447761408
2009-07-05 16:00:00,4.58,0.01,2.1400934559032696,0.9027355060802827,-0.43019600888661885
2009-07-05 17:00:00,5.41,0.035,2.3259406699226015,0.8756331710363371,-0.4829767590483509
2009-07-05 18:00:00,6.21,0.03,2.4919871588754225,0.8474000448933745,-0.5309549546945643
2009-07-05 19:00:00,6.9,0.02,2.6267851073127395,0.8152288869504565,-0.5791388968818446
